test_accuracy,train_time,infer_time,is_bad,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,experiment_tag
0.8385910243935277,71.1472,0.8297,False,True,,,1,7cb9ec2f9566406a8f37e1023f84c3b5,2020-09-10_19-54-14,1599738854,71.99734711647034,71.99734711647034,10200,fadil-System-Product-Name,192.168.0.199,71.99734711647034,0,1,2e5d6c26,"3_max_depth=10.581,max_features=0.93309,n_estimators=1401.7"
