test_accuracy,train_time,infer_time,is_bad,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,experiment_tag
0.8403279232282614,94.8698,4.0968,False,False,,,1,4bcfaf2f94834ffd9c61549f80f0c851,2020-09-10_19-43-19,1599738199,100.9814658164978,100.9814658164978,10200,fadil-System-Product-Name,192.168.0.199,100.9814658164978,0,1,9671732c,"1_max_depth=13.745,max_features=0.97536,n_estimators=1598.0"
0.8407702330450342,95.352,4.0128,False,False,,,2,4bcfaf2f94834ffd9c61549f80f0c851,2020-09-10_19-44-59,1599738299,99.386057138443,200.3675229549408,10200,fadil-System-Product-Name,192.168.0.199,200.3675229549408,0,2,9671732c,"1_max_depth=13.745,max_features=0.97536,n_estimators=1598.0"
0.8399418611026045,95.2658,3.7401,False,False,,,3,4bcfaf2f94834ffd9c61549f80f0c851,2020-09-10_19-46-38,1599738398,99.0268006324768,299.3943235874176,10200,fadil-System-Product-Name,192.168.0.199,299.3943235874176,0,3,9671732c,"1_max_depth=13.745,max_features=0.97536,n_estimators=1598.0"
0.840482549025666,95.1886,3.7119,False,False,,,4,4bcfaf2f94834ffd9c61549f80f0c851,2020-09-10_19-48-17,1599738497,98.9202790260315,398.3146026134491,10200,fadil-System-Product-Name,192.168.0.199,398.3146026134491,0,4,9671732c,"1_max_depth=13.745,max_features=0.97536,n_estimators=1598.0"
0.8402178916218742,95.4617,3.6283,False,True,,,5,4bcfaf2f94834ffd9c61549f80f0c851,2020-09-10_19-49-56,1599738596,99.10900092124939,497.4236035346985,10200,fadil-System-Product-Name,192.168.0.199,497.4236035346985,0,5,9671732c,"1_max_depth=13.745,max_features=0.97536,n_estimators=1598.0"
